ph,Temperature,Solids,Turbidity,Potability
0.5057710360187997,0.5087719298245614,0.33609646344027005,0.28609101550387595,0
0.2654342910714286,0.03508771929824561,0.30061141881189485,0.5767926403857062,0
0.578508870642857,0.3684210526315789,0.3216188490608766,0.30363655700510495,0
0.594054706,0.0,0.3562437946505361,0.6010154163357914,0
0.6494445325714285,0.3333333333333333,0.2899216869096876,0.4963273633957269,0
0.3988633312857143,0.017543859649122806,0.4667459175761215,0.20981437474002645,0
0.7302758685714286,0.47368421052631576,0.466762809109299,0.23123250841368878,0
0.6168463370714286,0.5087719298245614,0.219208183128614,0.5580307647948572,0
0.5057710360187997,0.14035087719298245,0.2292809105706388,0.40556195519001703,0
0.7985917478571428,0.14035087719298245,0.4131524182578779,0.5521954881830213,0
0.5257600075714286,0.2631578947368421,0.527559487009684,0.41828167574210634,0
0.5696086892142856,0.5263157894736842,0.3028706091629949,0.48434829041406696,0
0.5085588845714286,0.43859649122807015,0.30226569541532405,0.3773409383626395,0
0.5057710360187997,0.42105263157894735,0.4434753057602541,0.5604035135186235,0
0.5354451577142857,0.22807017543859648,0.4608239829655828,0.629113695783702,0
0.45337655435714286,0.05263157894736842,0.6689673042599211,0.5532895237284932,0
0.5036989857142857,0.05263157894736842,0.5033909733044655,0.5328850175836642,0
0.6558257147857143,0.0,0.3894572781126986,0.577360710153148,0
0.6411045962857143,0.21052631578947367,0.3142445061168139,0.18644083758744562,0
0.526503593,0.07017543859649122,0.41554645075640473,0.20992610096426545,0
0.5057710360187997,0.21052631578947367,0.3609584167784198,0.5073591688409907,0
0.4757294304285714,0.3157894736842105,0.5027960064828686,0.434808326904897,0
0.5057710360187997,0.19298245614035087,0.27560850786231894,0.758035726224239,0
0.2787482632857143,0.2807017543859649,0.3422728591140849,0.5820613908111173,0
0.38573584149999995,0.17543859649122806,0.27822513885022016,0.6380764586878427,0
0.4653153637857143,0.47368421052631576,0.34311354077061074,0.7091860610701455,0
0.24607584742857141,0.15789473684210525,0.5435209723375725,0.516996968992248,0
0.5057710360187997,0.2982456140350877,0.21186647197339223,0.48305372055208917,0
0.5057710360187997,0.19298245614035087,0.4275755106495493,0.4805377666855739,0
0.5057710360187997,0.05263157894736842,0.24418627035458795,0.8674957370013235,0
0.5129606129285714,0.22807017543859648,0.24423251388202286,0.6880052919266403,0
0.7018207077142857,0.3508771929824561,0.31781547507095814,0.2661131453961052,0
0.74523507,0.19298245614035087,0.36130853911906685,0.6820401809415769,0
0.529582014,0.38596491228070173,0.5292545203476271,0.3234306046511628,0
0.5057710360187997,0.2631578947368421,0.23751688605769292,0.676718987332199,0
0.3654155045714286,0.3508771929824561,0.31687391099830703,0.4636204893174514,0
0.2601164126428571,0.017543859649122806,0.4011267888827564,0.3808570684439403,0
0.4012903147142857,0.12280701754385964,0.27847768680944707,0.27350102873889204,0
0.5057710360187997,0.3157894736842105,0.32215625676818926,0.27558402628096046,0
0.6619419664999999,0.3684210526315789,0.4000045906488151,0.5433928239742862,0
0.5057710360187997,0.19298245614035087,0.18689347420839647,0.38948838060124796,0
0.38085289135714284,0.43859649122807015,0.2682472320493895,0.5643449154849689,0
0.5104122532142857,0.5263157894736842,0.46726561281649026,0.7057271136320665,0
0.7086207899285714,0.05263157894736842,0.15848933252403988,0.6127258895821517,0
0.33988853035714284,0.3333333333333333,0.34885557694070063,0.5847611007751938,0
0.40735185549999997,0.017543859649122806,0.5793411283684894,0.5081752724522595,0
0.4967045875714286,0.12280701754385964,0.16836109753089604,0.3300643463792778,0
0.7630690307142858,0.017543859649122806,0.25346819328455866,0.482090259406315,0
0.5057710360187997,0.12280701754385964,0.5597932664731555,0.558817545849877,0
0.6255183855,0.2631578947368421,0.348326828442756,0.41144553639629416,0
0.5057710360187997,0.45614035087719296,0.44611781520746036,0.30214732898468516,0
0.5578308498571428,0.2807017543859649,0.19197713479695944,0.1885884787294385,0
0.4751777207857143,0.40350877192982454,0.3209989902139884,0.4333693374929098,0
0.6533712182142857,0.21052631578947367,0.19045118655989413,0.44328447551522027,0
0.7543389028571428,0.0,0.35238924118681886,0.4754559179429004,0
0.5345896312857142,0.12280701754385964,0.49741481125724013,0.6298332722631877,0
0.6086290409285714,0.17543859649122806,0.4672542770346703,0.4709027283040272,0
0.3571009865,0.40350877192982454,0.3940962044007837,0.5692350032142183,0
0.5057710360187997,0.49122807017543857,0.27325079889178056,0.5587796759311778,0
0.5057710360187997,0.12280701754385964,0.332253203726564,0.4991317243335225,0
0.2790055967857143,0.47368421052631576,0.5225055810012976,0.46377003441104175,0
0.45652525885714285,0.21052631578947367,0.33895592893488735,0.4677158572508982,0
0.5057710360187997,0.12280701754385964,0.5813647716419178,0.454831199092456,0
0.6208637152142857,0.42105263157894735,0.39955334158215383,0.5725014649272073,0
0.5775542715,0.3684210526315789,0.5308644998575816,0.4951198542257515,0
